Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of non-canonical Wnt signaling pathway (GO:2000050)	1/15	5.339099e-02	2.094711e-01	0	0	1.975496e+01	5.788427e+01	DACT1
GO_Biological_Process_2021	positive regulation of cellular protein metabolic process (GO:0032270)	2/102	5.357275e-02	2.094711e-01	0	0	5.585070e+00	1.634591e+01	INHBA;DACT1
GO_Biological_Process_2021	regulation of protein catabolic process (GO:0042176)	2/102	5.357275e-02	2.094711e-01	0	0	5.585070e+00	1.634591e+01	EEF1A2;DACT1
GO_Biological_Process_2021	cellular response to organonitrogen compound (GO:0071417)	2/103	5.450776e-02	2.094711e-01	0	0	5.529494e+00	1.608758e+01	GABRB2;HCN1
GO_Biological_Process_2021	regulation of insulin secretion (GO:0050796)	2/104	5.544856e-02	2.094711e-01	0	0	5.475007e+00	1.583536e+01	SLC30A8;CACNA1E
GO_Biological_Process_2021	positive regulation of cellular metabolic process (GO:0031325)	2/105	5.639511e-02	2.094711e-01	0	0	5.421578e+00	1.558906e+01	CDKN1A;INHBA
GO_Biological_Process_2021	regulation of rRNA processing (GO:2000232)	1/16	5.684870e-02	2.094711e-01	0	0	1.843704e+01	5.286566e+01	KAT2B
GO_Biological_Process_2021	regulation of systemic arterial blood pressure (GO:0003073)	1/16	5.684870e-02	2.094711e-01	0	0	1.843704e+01	5.286566e+01	DDAH1
GO_Biological_Process_2021	regulation of activin receptor signaling pathway (GO:0032925)	1/16	5.684870e-02	2.094711e-01	0	0	1.843704e+01	5.286566e+01	DACT1
GO_Biological_Process_2021	glutamine family amino acid catabolic process (GO:0009065)	1/16	5.684870e-02	2.094711e-01	0	0	1.843704e+01	5.286566e+01	DDAH1
GO_Biological_Process_2021	regulation of establishment of cell polarity (GO:2000114)	1/16	5.684870e-02	2.094711e-01	0	0	1.843704e+01	5.286566e+01	ROCK2
GO_Biological_Process_2021	neural tube development (GO:0021915)	1/16	5.684870e-02	2.094711e-01	0	0	1.843704e+01	5.286566e+01	DACT1
GO_Biological_Process_2021	N-terminal protein amino acid acetylation (GO:0006474)	1/16	5.684870e-02	2.094711e-01	0	0	1.843704e+01	5.286566e+01	KAT2B
GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	2/106	5.734735e-02	2.094711e-01	0	0	5.369177e+00	1.534848e+01	CDKN1A;CDKN2A
GO_Biological_Process_2021	anterograde trans-synaptic signaling (GO:0098916)	3/244	5.987400e-02	2.094711e-01	0	0	3.500771e+00	9.856465e+00	UNC13C;GABRB2;CACNA1E
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	6/764	6.005287e-02	2.094711e-01	0	0	2.264679e+00	6.369478e+00	KAT2B;CDKN1A;DDAH1;CDKN2A;PHIP;INHBA
GO_Biological_Process_2021	regulation of establishment of endothelial barrier (GO:1903140)	1/17	6.029395e-02	2.094711e-01	0	0	1.728385e+01	4.854211e+01	ROCK2
GO_Biological_Process_2021	positive regulation of muscle hypertrophy (GO:0014742)	1/17	6.029395e-02	2.094711e-01	0	0	1.728385e+01	4.854211e+01	ROCK2
GO_Biological_Process_2021	negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)	1/17	6.029395e-02	2.094711e-01	0	0	1.728385e+01	4.854211e+01	CDKN1A
GO_Biological_Process_2021	positive regulation of transcription of Notch receptor target (GO:0007221)	1/17	6.029395e-02	2.094711e-01	0	0	1.728385e+01	4.854211e+01	KAT2B
GO_Biological_Process_2021	diol biosynthetic process (GO:0034312)	1/17	6.029395e-02	2.094711e-01	0	0	1.728385e+01	4.854211e+01	SPTLC3
GO_Biological_Process_2021	protein localization to chromosome, centromeric region (GO:0071459)	1/17	6.029395e-02	2.094711e-01	0	0	1.728385e+01	4.854211e+01	IK
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	13/2244	6.126336e-02	2.094711e-01	0	0	1.718572e+00	4.799237e+00	RNF20;USP13;CDKN1A;CDKN2A;ARID5B;NR1D2;INHBA;FOXN2;ZNF25;NHLH2;SPP1;PHIP;ZBED6
GO_Biological_Process_2021	positive regulation of cardiac muscle hypertrophy (GO:0010613)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	ROCK2
GO_Biological_Process_2021	fluid transport (GO:0042044)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	AQP4
GO_Biological_Process_2021	regulation of B cell differentiation (GO:0045577)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	INHBA
GO_Biological_Process_2021	regulation of catabolic process (GO:0009894)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	HPGD
GO_Biological_Process_2021	regulation of cellular protein catabolic process (GO:1903362)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	DACT1
GO_Biological_Process_2021	regulation of dendrite extension (GO:1903859)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	OSTN
GO_Biological_Process_2021	RNA destabilization (GO:0050779)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	ROCK2
GO_Biological_Process_2021	regulation of establishment or maintenance of cell polarity (GO:0032878)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	ROCK2
GO_Biological_Process_2021	synaptic transmission, glutamatergic (GO:0035249)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	UNC13C
GO_Biological_Process_2021	positive regulation of response to endoplasmic reticulum stress (GO:1905898)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	USP13
GO_Biological_Process_2021	nitric oxide mediated signal transduction (GO:0007263)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	DDAH1
GO_Biological_Process_2021	regulation of mRNA polyadenylation (GO:1900363)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	RNF20
GO_Biological_Process_2021	presynapse assembly (GO:0099054)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	LRRTM3
GO_Biological_Process_2021	water transport (GO:0006833)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	AQP4
GO_Biological_Process_2021	prostanoid metabolic process (GO:0006692)	1/18	6.372679e-02	2.094711e-01	0	0	1.626634e+01	4.478368e+01	HPGD
GO_Biological_Process_2021	positive regulation of signal transduction (GO:0009967)	3/252	6.466183e-02	2.094711e-01	0	0	3.386919e+00	9.275363e+00	KAT2B;PHIP;DACT1
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	2/114	6.516387e-02	2.094711e-01	0	0	4.983652e+00	1.360961e+01	CDKN1A;EEF1A2
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	8/1183	6.595557e-02	2.094711e-01	0	0	1.964203e+00	5.340224e+00	RNF20;KAT2B;NHLH2;SPP1;PHIP;NR1D2;INHBA;EFCAB7
GO_Biological_Process_2021	activin receptor signaling pathway (GO:0032924)	1/19	6.714726e-02	2.094711e-01	0	0	1.536188e+01	4.149041e+01	INHBA
GO_Biological_Process_2021	positive regulation of cellular protein catabolic process (GO:1903364)	1/19	6.714726e-02	2.094711e-01	0	0	1.536188e+01	4.149041e+01	DACT1
GO_Biological_Process_2021	regulation of bicellular tight junction assembly (GO:2000810)	1/19	6.714726e-02	2.094711e-01	0	0	1.536188e+01	4.149041e+01	ROCK2
GO_Biological_Process_2021	regulation of centriole replication (GO:0046599)	1/19	6.714726e-02	2.094711e-01	0	0	1.536188e+01	4.149041e+01	KAT2B
GO_Biological_Process_2021	negative regulation of RNA metabolic process (GO:0051253)	1/19	6.714726e-02	2.094711e-01	0	0	1.536188e+01	4.149041e+01	KAT2B
GO_Biological_Process_2021	sphingosine metabolic process (GO:0006670)	1/19	6.714726e-02	2.094711e-01	0	0	1.536188e+01	4.149041e+01	SPTLC3
GO_Biological_Process_2021	regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	1/19	6.714726e-02	2.094711e-01	0	0	1.536188e+01	4.149041e+01	PHIP
GO_Biological_Process_2021	regulation of nervous system process (GO:0031644)	1/19	6.714726e-02	2.094711e-01	0	0	1.536188e+01	4.149041e+01	ROCK2
GO_Biological_Process_2021	regulation of cellular response to stress (GO:0080135)	2/118	6.919919e-02	2.094711e-01	0	0	4.810831e+00	1.284860e+01	ROCK2;SLC38A2
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	2/118	6.919919e-02	2.094711e-01	0	0	4.810831e+00	1.284860e+01	CDKN1A;DACT1
GO_Biological_Process_2021	epithelial cilium movement involved in extracellular fluid movement (GO:0003351)	1/20	7.055540e-02	2.094711e-01	0	0	1.455263e+01	3.858422e+01	AQP4
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	1/20	7.055540e-02	2.094711e-01	0	0	1.455263e+01	3.858422e+01	CDKN2A
GO_Biological_Process_2021	granulocyte differentiation (GO:0030851)	1/20	7.055540e-02	2.094711e-01	0	0	1.455263e+01	3.858422e+01	CDKN1A
GO_Biological_Process_2021	hepaticobiliary system development (GO:0061008)	1/20	7.055540e-02	2.094711e-01	0	0	1.455263e+01	3.858422e+01	ARID5B
GO_Biological_Process_2021	positive regulation of hormone secretion (GO:0046887)	1/20	7.055540e-02	2.094711e-01	0	0	1.455263e+01	3.858422e+01	SPP1
GO_Biological_Process_2021	insulin secretion (GO:0030073)	1/20	7.055540e-02	2.094711e-01	0	0	1.455263e+01	3.858422e+01	SLC30A8
GO_Biological_Process_2021	skeletal muscle contraction (GO:0003009)	1/20	7.055540e-02	2.094711e-01	0	0	1.455263e+01	3.858422e+01	MYH8
GO_Biological_Process_2021	cellular response to nitrogen compound (GO:1901699)	1/20	7.055540e-02	2.094711e-01	0	0	1.455263e+01	3.858422e+01	ROCK2
GO_Biological_Process_2021	cortical actin cytoskeleton organization (GO:0030866)	1/20	7.055540e-02	2.094711e-01	0	0	1.455263e+01	3.858422e+01	ROCK2
GO_Biological_Process_2021	cytoskeleton organization (GO:0007010)	2/120	7.124721e-02	2.097411e-01	0	0	4.728814e+00	1.249163e+01	EPB41L3;PHIP
GO_Biological_Process_2021	regulation of nucleic acid-templated transcription (GO:1903506)	4/430	7.221921e-02	2.097411e-01	0	0	2.653739e+00	6.974156e+00	RNF20;USP13;NR1D2;FOXN2
GO_Biological_Process_2021	protein homooligomerization (GO:0051260)	2/121	7.227864e-02	2.097411e-01	0	0	4.688839e+00	1.231864e+01	AQP4;HCN1
GO_Biological_Process_2021	androgen metabolic process (GO:0008209)	1/21	7.395126e-02	2.097411e-01	0	0	1.382431e+01	3.600332e+01	SPP1
GO_Biological_Process_2021	regulation of cell-substrate junction assembly (GO:0090109)	1/21	7.395126e-02	2.097411e-01	0	0	1.382431e+01	3.600332e+01	ROCK2
GO_Biological_Process_2021	histone ubiquitination (GO:0016574)	1/21	7.395126e-02	2.097411e-01	0	0	1.382431e+01	3.600332e+01	RNF20
GO_Biological_Process_2021	spindle assembly checkpoint signaling (GO:0071173)	1/21	7.395126e-02	2.097411e-01	0	0	1.382431e+01	3.600332e+01	IK
GO_Biological_Process_2021	mitotic spindle assembly checkpoint signaling (GO:0007094)	1/21	7.395126e-02	2.097411e-01	0	0	1.382431e+01	3.600332e+01	IK
GO_Biological_Process_2021	mitotic spindle checkpoint signaling (GO:0071174)	1/21	7.395126e-02	2.097411e-01	0	0	1.382431e+01	3.600332e+01	IK
GO_Biological_Process_2021	zinc ion transport (GO:0006829)	1/21	7.395126e-02	2.097411e-01	0	0	1.382431e+01	3.600332e+01	SLC30A8
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	3/267	7.410013e-02	2.097411e-01	0	0	3.192045e+00	8.306781e+00	USP13;KAT2B;MINDY2
GO_Biological_Process_2021	negative regulation of B cell activation (GO:0050869)	1/22	7.733489e-02	2.130674e-01	0	0	1.316534e+01	3.369815e+01	INHBA
GO_Biological_Process_2021	negative regulation of biomineral tissue development (GO:0070168)	1/22	7.733489e-02	2.130674e-01	0	0	1.316534e+01	3.369815e+01	ROCK2
GO_Biological_Process_2021	female gonad development (GO:0008585)	1/22	7.733489e-02	2.130674e-01	0	0	1.316534e+01	3.369815e+01	INHBA
GO_Biological_Process_2021	negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	1/22	7.733489e-02	2.130674e-01	0	0	1.316534e+01	3.369815e+01	IK
GO_Biological_Process_2021	limb morphogenesis (GO:0035108)	1/22	7.733489e-02	2.130674e-01	0	0	1.316534e+01	3.369815e+01	CYP26B1
GO_Biological_Process_2021	zinc ion transmembrane transport (GO:0071577)	1/22	7.733489e-02	2.130674e-01	0	0	1.316534e+01	3.369815e+01	SLC30A8
GO_Biological_Process_2021	circulatory system development (GO:0072359)	2/126	7.750803e-02	2.130674e-01	0	0	4.498637e+00	1.150470e+01	KAT2B;CDKN1A
GO_Biological_Process_2021	nervous system development (GO:0007399)	4/447	8.066239e-02	2.182665e-01	0	0	2.549678e+00	6.418770e+00	NHLH2;FEZ2;INHBA;DACT1
GO_Biological_Process_2021	cellular response to insulin stimulus (GO:0032869)	2/129	8.070176e-02	2.182665e-01	0	0	4.391705e+00	1.105390e+01	KAT2B;PHIP
GO_Biological_Process_2021	muscle contraction (GO:0006936)	2/129	8.070176e-02	2.182665e-01	0	0	4.391705e+00	1.105390e+01	ROCK2;MYH8
GO_Biological_Process_2021	negative regulation of phosphoprotein phosphatase activity (GO:0032515)	1/23	8.070632e-02	2.182665e-01	0	0	1.256629e+01	3.162857e+01	ROCK2
GO_Biological_Process_2021	regulation of primary metabolic process (GO:0080090)	2/130	8.177540e-02	2.202189e-01	0	0	4.357174e+00	1.090940e+01	ROCK2;NR1D2
GO_Biological_Process_2021	regulation of cardiac muscle hypertrophy (GO:0010611)	1/24	8.406560e-02	2.202189e-01	0	0	1.201932e+01	2.976174e+01	ROCK2
GO_Biological_Process_2021	heterochromatin assembly (GO:0031507)	1/24	8.406560e-02	2.202189e-01	0	0	1.201932e+01	2.976174e+01	CDKN2A
GO_Biological_Process_2021	histone monoubiquitination (GO:0010390)	1/24	8.406560e-02	2.202189e-01	0	0	1.201932e+01	2.976174e+01	RNF20
GO_Biological_Process_2021	lipid translocation (GO:0034204)	1/24	8.406560e-02	2.202189e-01	0	0	1.201932e+01	2.976174e+01	ATP11B
GO_Biological_Process_2021	neuromuscular junction development (GO:0007528)	1/24	8.406560e-02	2.202189e-01	0	0	1.201932e+01	2.976174e+01	UNC13C
GO_Biological_Process_2021	regulation of monooxygenase activity (GO:0032768)	1/24	8.406560e-02	2.202189e-01	0	0	1.201932e+01	2.976174e+01	DDAH1
GO_Biological_Process_2021	protein K48-linked deubiquitination (GO:0071108)	1/24	8.406560e-02	2.202189e-01	0	0	1.201932e+01	2.976174e+01	MINDY2
GO_Biological_Process_2021	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	2/133	8.502289e-02	2.218566e-01	0	0	4.256747e+00	1.049218e+01	HPGD;INHBA
GO_Biological_Process_2021	negative regulation of cell junction assembly (GO:1901889)	1/25	8.741277e-02	2.245836e-01	0	0	1.151794e+01	2.807053e+01	ROCK2
GO_Biological_Process_2021	response to hexose (GO:0009746)	1/25	8.741277e-02	2.245836e-01	0	0	1.151794e+01	2.807053e+01	SLC30A8
GO_Biological_Process_2021	positive regulation of lipid metabolic process (GO:0045834)	1/25	8.741277e-02	2.245836e-01	0	0	1.151794e+01	2.807053e+01	EEF1A2
GO_Biological_Process_2021	regulation of epidermal cell differentiation (GO:0045604)	1/25	8.741277e-02	2.245836e-01	0	0	1.151794e+01	2.807053e+01	ROCK2
GO_Biological_Process_2021	protein localization to plasma membrane (GO:0072659)	2/136	8.830926e-02	2.250907e-01	0	0	4.160816e+00	1.009793e+01	ROCK2;EPB41L3
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	4/464	8.957752e-02	2.250907e-01	0	0	2.453308e+00	5.918976e+00	CDKN2A;ARID5B;NR1D2;ZBED6
GO_Biological_Process_2021	regulation of actin filament bundle assembly (GO:0032231)	1/26	9.074787e-02	2.250907e-01	0	0	1.105667e+01	2.653235e+01	ROCK2
GO_Biological_Process_2021	regulation of biomineral tissue development (GO:0070167)	1/26	9.074787e-02	2.250907e-01	0	0	1.105667e+01	2.653235e+01	ROCK2
GO_Biological_Process_2021	negative regulation of macroautophagy (GO:0016242)	1/26	9.074787e-02	2.250907e-01	0	0	1.105667e+01	2.653235e+01	FEZ2
GO_Biological_Process_2021	retinoic acid metabolic process (GO:0042573)	1/26	9.074787e-02	2.250907e-01	0	0	1.105667e+01	2.653235e+01	CYP26B1
GO_Biological_Process_2021	chaperone cofactor-dependent protein refolding (GO:0051085)	1/26	9.074787e-02	2.250907e-01	0	0	1.105667e+01	2.653235e+01	ST13
GO_Biological_Process_2021	positive regulation of viral transcription (GO:0050434)	1/26	9.074787e-02	2.250907e-01	0	0	1.105667e+01	2.653235e+01	NELFB
GO_Biological_Process_2021	regulation of cellular macromolecule biosynthetic process (GO:2000112)	4/468	9.174235e-02	2.250907e-01	0	0	2.431659e+00	5.808677e+00	RNF20;USP13;NR1D2;FOXN2
GO_Biological_Process_2021	transcription initiation from RNA polymerase II promoter (GO:0006367)	2/140	9.274949e-02	2.250907e-01	0	0	4.039396e+00	9.605090e+00	KAT2B;NR1D2
GO_Biological_Process_2021	protein localization to cell periphery (GO:1990778)	2/140	9.274949e-02	2.250907e-01	0	0	4.039396e+00	9.605090e+00	ROCK2;EPB41L3
GO_Biological_Process_2021	protein peptidyl-prolyl isomerization (GO:0000413)	1/27	9.407096e-02	2.250907e-01	0	0	1.063088e+01	2.512826e+01	PPIG
GO_Biological_Process_2021	regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)	1/27	9.407096e-02	2.250907e-01	0	0	1.063088e+01	2.512826e+01	NELFB
GO_Biological_Process_2021	positive regulation of erythrocyte differentiation (GO:0045648)	1/27	9.407096e-02	2.250907e-01	0	0	1.063088e+01	2.512826e+01	INHBA
GO_Biological_Process_2021	regulation of cell junction assembly (GO:1901888)	1/27	9.407096e-02	2.250907e-01	0	0	1.063088e+01	2.512826e+01	ROCK2
GO_Biological_Process_2021	positive regulation of nitric oxide biosynthetic process (GO:0045429)	1/27	9.407096e-02	2.250907e-01	0	0	1.063088e+01	2.512826e+01	DDAH1
GO_Biological_Process_2021	positive regulation of nuclear division (GO:0051785)	1/27	9.407096e-02	2.250907e-01	0	0	1.063088e+01	2.512826e+01	PHIP
GO_Biological_Process_2021	peptide hormone secretion (GO:0030072)	1/27	9.407096e-02	2.250907e-01	0	0	1.063088e+01	2.512826e+01	SLC30A8
GO_Biological_Process_2021	monocarboxylic acid catabolic process (GO:0072329)	1/27	9.407096e-02	2.250907e-01	0	0	1.063088e+01	2.512826e+01	CYP26B1
GO_Biological_Process_2021	nitrogen compound transport (GO:0071705)	2/143	9.612193e-02	2.250907e-01	0	0	3.952852e+00	9.258124e+00	ATP11B;SLC38A2
GO_Biological_Process_2021	positive regulation of fibroblast proliferation (GO:0048146)	1/28	9.738206e-02	2.250907e-01	0	0	1.023663e+01	2.384226e+01	CDKN1A
GO_Biological_Process_2021	calcium ion import (GO:0070509)	1/28	9.738206e-02	2.250907e-01	0	0	1.023663e+01	2.384226e+01	CACNA1E
GO_Biological_Process_2021	internal peptidyl-lysine acetylation (GO:0018393)	1/28	9.738206e-02	2.250907e-01	0	0	1.023663e+01	2.384226e+01	KAT2B
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	1/28	9.738206e-02	2.250907e-01	0	0	1.023663e+01	2.384226e+01	INHBA
GO_Biological_Process_2021	positive regulation of nitric oxide metabolic process (GO:1904407)	1/28	9.738206e-02	2.250907e-01	0	0	1.023663e+01	2.384226e+01	DDAH1
GO_Biological_Process_2021	L-amino acid transport (GO:0015807)	1/28	9.738206e-02	2.250907e-01	0	0	1.023663e+01	2.384226e+01	SLC38A2
GO_Biological_Process_2021	cellular zinc ion homeostasis (GO:0006882)	1/28	9.738206e-02	2.250907e-01	0	0	1.023663e+01	2.384226e+01	SLC30A8
GO_Biological_Process_2021	positive regulation of protein import into nucleus (GO:0042307)	1/28	9.738206e-02	2.250907e-01	0	0	1.023663e+01	2.384226e+01	EFCAB7
GO_Biological_Process_2021	neutral amino acid transport (GO:0015804)	1/28	9.738206e-02	2.250907e-01	0	0	1.023663e+01	2.384226e+01	SLC38A2
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	7/1079	9.814901e-02	2.256881e-01	0	0	1.865460e+00	4.330233e+00	RNF20;USP13;ROCK2;NR1D2;INHBA;FOXN2;SLC38A2
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	4/482	9.951628e-02	2.256881e-01	0	0	2.358741e+00	5.442640e+00	KAT2B;ROCK2;INHBA;SLC38A2
GO_Biological_Process_2021	positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	1/29	1.006812e-01	2.256881e-01	0	0	9.870536e+00	2.266074e+01	INHBA
GO_Biological_Process_2021	negative regulation of interferon-gamma production (GO:0032689)	1/29	1.006812e-01	2.256881e-01	0	0	9.870536e+00	2.266074e+01	INHBA
GO_Biological_Process_2021	negative regulation of myeloid leukocyte differentiation (GO:0002762)	1/29	1.006812e-01	2.256881e-01	0	0	9.870536e+00	2.266074e+01	INHBA
GO_Biological_Process_2021	response to zinc ion (GO:0010043)	1/29	1.006812e-01	2.256881e-01	0	0	9.870536e+00	2.266074e+01	SLC30A8
GO_Biological_Process_2021	positive regulation of leukocyte migration (GO:0002687)	1/29	1.006812e-01	2.256881e-01	0	0	9.870536e+00	2.266074e+01	PLVAP
GO_Biological_Process_2021	regulation of DNA biosynthetic process (GO:2000278)	1/29	1.006812e-01	2.256881e-01	0	0	9.870536e+00	2.266074e+01	CDKN1A
GO_Biological_Process_2021	limb development (GO:0060173)	1/29	1.006812e-01	2.256881e-01	0	0	9.870536e+00	2.266074e+01	KAT2B
GO_Biological_Process_2021	chemical synaptic transmission (GO:0007268)	3/306	1.012754e-01	2.257463e-01	0	0	2.775672e+00	6.356042e+00	UNC13C;GABRB2;CACNA1E
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	12/2206	1.025207e-01	2.257463e-01	0	0	1.590000e+00	3.621528e+00	KAT2B;NHLH2;CDKN1A;CDKN2A;ARID5B;PHIP;NR1D2;INHBA;EFCAB7;ZBED6;ZNF25;DACT1
GO_Biological_Process_2021	artery morphogenesis (GO:0048844)	1/30	1.039685e-01	2.257463e-01	0	0	9.529693e+00	2.157206e+01	HPGD
GO_Biological_Process_2021	positive regulation of endopeptidase activity (GO:0010950)	1/30	1.039685e-01	2.257463e-01	0	0	9.529693e+00	2.157206e+01	ROCK2
GO_Biological_Process_2021	positive regulation of lipid kinase activity (GO:0090218)	1/30	1.039685e-01	2.257463e-01	0	0	9.529693e+00	2.157206e+01	EEF1A2
GO_Biological_Process_2021	ion homeostasis (GO:0050801)	1/30	1.039685e-01	2.257463e-01	0	0	9.529693e+00	2.157206e+01	SLC30A8
GO_Biological_Process_2021	long-chain fatty acid biosynthetic process (GO:0042759)	1/30	1.039685e-01	2.257463e-01	0	0	9.529693e+00	2.157206e+01	HPGD
GO_Biological_Process_2021	positive regulation of protein import (GO:1904591)	1/30	1.039685e-01	2.257463e-01	0	0	9.529693e+00	2.157206e+01	EFCAB7
GO_Biological_Process_2021	zinc ion homeostasis (GO:0055069)	1/30	1.039685e-01	2.257463e-01	0	0	9.529693e+00	2.157206e+01	SLC30A8
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	5/684	1.044783e-01	2.257463e-01	0	0	2.084380e+00	4.708147e+00	ARID5B;NR1D2;ZBED6;ZNF25;DACT1
GO_Biological_Process_2021	'de novo' posttranslational protein folding (GO:0051084)	1/31	1.072439e-01	2.257463e-01	0	0	9.211574e+00	2.056621e+01	ST13
GO_Biological_Process_2021	renal water homeostasis (GO:0003091)	1/31	1.072439e-01	2.257463e-01	0	0	9.211574e+00	2.056621e+01	AQP4
GO_Biological_Process_2021	regulation of cellular senescence (GO:2000772)	1/31	1.072439e-01	2.257463e-01	0	0	9.211574e+00	2.056621e+01	CDKN2A
GO_Biological_Process_2021	cellular nitrogen compound biosynthetic process (GO:0044271)	1/31	1.072439e-01	2.257463e-01	0	0	9.211574e+00	2.056621e+01	SPTLC3
GO_Biological_Process_2021	cellular response to cAMP (GO:0071320)	1/31	1.072439e-01	2.257463e-01	0	0	9.211574e+00	2.056621e+01	HCN1
GO_Biological_Process_2021	positive regulation of RNA splicing (GO:0033120)	1/31	1.072439e-01	2.257463e-01	0	0	9.211574e+00	2.056621e+01	SLC38A2
GO_Biological_Process_2021	prostaglandin metabolic process (GO:0006693)	1/31	1.072439e-01	2.257463e-01	0	0	9.211574e+00	2.056621e+01	HPGD
GO_Biological_Process_2021	protein acetylation (GO:0006473)	1/31	1.072439e-01	2.257463e-01	0	0	9.211574e+00	2.056621e+01	KAT2B
GO_Biological_Process_2021	phospholipid translocation (GO:0045332)	1/31	1.072439e-01	2.257463e-01	0	0	9.211574e+00	2.056621e+01	ATP11B
GO_Biological_Process_2021	negative regulation of cell-matrix adhesion (GO:0001953)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	CDKN2A
GO_Biological_Process_2021	negative regulation of DNA biosynthetic process (GO:2000279)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	CDKN1A
GO_Biological_Process_2021	aortic valve morphogenesis (GO:0003180)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	ROCK2
GO_Biological_Process_2021	regulation of cell morphogenesis (GO:0022604)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	PHIP
GO_Biological_Process_2021	hematopoietic progenitor cell differentiation (GO:0002244)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	INHBA
GO_Biological_Process_2021	liver development (GO:0001889)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	ARID5B
GO_Biological_Process_2021	membrane depolarization (GO:0051899)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	CACNA1E
GO_Biological_Process_2021	peptidyl-proline modification (GO:0018208)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	PPIG
GO_Biological_Process_2021	endodermal cell differentiation (GO:0035987)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	INHBA
GO_Biological_Process_2021	protein K63-linked deubiquitination (GO:0070536)	1/32	1.105075e-01	2.257463e-01	0	0	8.913978e+00	1.963457e+01	USP13
GO_Biological_Process_2021	transcription by RNA polymerase II (GO:0006366)	3/320	1.118845e-01	2.278623e-01	0	0	2.651194e+00	5.806879e+00	KAT2B;NR1D2;NELFB
GO_Biological_Process_2021	organonitrogen compound biosynthetic process (GO:1901566)	2/158	1.134858e-01	2.282020e-01	0	0	3.570061e+00	7.768730e+00	SPTLC3;INHBA
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	6/908	1.136623e-01	2.282020e-01	0	0	1.888837e+00	4.107321e+00	KAT2B;NHLH2;PHIP;NR1D2;INHBA;EFCAB7
GO_Biological_Process_2021	negative regulation of JNK cascade (GO:0046329)	1/33	1.137594e-01	2.282020e-01	0	0	8.634983e+00	1.876960e+01	DACT1
